orig.ident	nCount_RNA	nFeature_RNA	plate	Cell_type	Age	Age_Cell_type	pool	Pool_Cell_type	percent.mt	percent.ERCC
plate_21_090s_O13.plate_21_090s_O13_accepted_hits_sorted_rm_dup.bam	plate	14063	4658	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	1.44350423096068	0.319988622626751
plate_21_090s_O14.plate_21_090s_O14_accepted_hits_sorted_rm_dup.bam	plate	1100726	8964	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	0.677007720359108	0.22221697316135
plate_21_090s_O15.plate_21_090s_O15_accepted_hits_sorted_rm_dup.bam	plate	7437	3545	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	1.86903321231679	0.201694231544978
plate_21_090s_O16.plate_21_090s_O16_accepted_hits_sorted_rm_dup.bam	plate	461994	7974	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	0.850443945159461	0.262557522392066
plate_21_090s_O17.plate_21_090s_O17_accepted_hits_sorted_rm_dup.bam	plate	125511	6018	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	0.76407645545012	0.332241795539833
plate_21_090s_O18.plate_21_090s_O18_accepted_hits_sorted_rm_dup.bam	plate	887357	6831	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	0.620945121298418	0.341801552250109
plate_21_090s_O19.plate_21_090s_O19_accepted_hits_sorted_rm_dup.bam	plate	504042	8023	090s	LMPP	Adult	Adult_LMPP	090s	090s_LMPP	0.952499990080192	0.235694644493911
plate_21_090s_O20.plate_21_090s_O20_accepted_hits_sorted_rm_dup.bam	plate	522112	8803	090s	GMP	Adult	Adult_GMP	090s	090s_GMP	0.577653836724687	0.0660777764157882
plate_21_090s_P01.plate_21_090s_P01_accepted_hits_sorted_rm_dup.bam	plate	2647	1598	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	2.04004533434076	0.528900642236494
plate_21_090s_P02.plate_21_090s_P02_accepted_hits_sorted_rm_dup.bam	plate	1147612	8632	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	0.561339546815474	0.207038615838803
plate_21_090s_P05.plate_21_090s_P05_accepted_hits_sorted_rm_dup.bam	plate	389505	6631	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	0.956085287737	0.315271947728527
plate_21_090s_P06.plate_21_090s_P06_accepted_hits_sorted_rm_dup.bam	plate	9941	4348	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	1.50890252489689	0.442611407303088
plate_21_090s_P09.plate_21_090s_P09_accepted_hits_sorted_rm_dup.bam	plate	203335	6545	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	0.618683453414316	0.351636461996213
plate_21_090s_P10.plate_21_090s_P10_accepted_hits_sorted_rm_dup.bam	plate	190071	7765	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	1.81300671854202	0.403007297273124
plate_21_090s_P13.plate_21_090s_P13_accepted_hits_sorted_rm_dup.bam	plate	11236	3966	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	1.61979352082592	0.658597365610538
plate_21_090s_P14.plate_21_090s_P14_accepted_hits_sorted_rm_dup.bam	plate	36037	7201	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	1.81202652829037	0.28581735438577
plate_21_090s_P15.plate_21_090s_P15_accepted_hits_sorted_rm_dup.bam	plate	7040	3395	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	1.25	0.3125
plate_21_090s_P16.plate_21_090s_P16_accepted_hits_sorted_rm_dup.bam	plate	176162	6695	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	0.824241323327392	0.418932573426732
plate_21_090s_P17.plate_21_090s_P17_accepted_hits_sorted_rm_dup.bam	plate	613545	6278	090s	CD49b-	Adult	Adult_CD49b-	090s	090s_CD49b-	0.705408731225908	0.277730239835709
plate_21_090s_P18.plate_21_090s_P18_accepted_hits_sorted_rm_dup.bam	plate	446571	6542	090s	CD49b+	Adult	Adult_CD49b+	090s	090s_CD49b+	1.0179792239084	0.309245338367247
plate_21_090s_P19.plate_21_090s_P19_accepted_hits_sorted_rm_dup.bam	plate	330583	7480	090s	LMPP	Adult	Adult_LMPP	090s	090s_LMPP	0.604084299555634	0.235039309341376
plate_21_090s_P20.plate_21_090s_P20_accepted_hits_sorted_rm_dup.bam	plate	126532	7478	090s	GMP	Adult	Adult_GMP	090s	090s_GMP	0.955489520437518	0.0987892390857649
plate_21_090s_P23.plate_21_090s_P23_accepted_hits_sorted_rm_dup.bam	plate	24875	6309	090s	empty	Adult	Adult_empty	090s	090s_empty	1.29849246231156	20.2211055276382
plate_21_090s_P24.plate_21_090s_P24_accepted_hits_sorted_rm_dup.bam	plate	27375	7203	090s	empty	Adult	Adult_empty	090s	090s_empty	1.72054794520548	0.2337899543379
plate_21_091s_A01.plate_21_091s_A01_accepted_hits_sorted_rm_dup.bam	plate	797	561	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	2.00752823086575	0.627352572145546
plate_21_091s_A02.plate_21_091s_A02_accepted_hits_sorted_rm_dup.bam	plate	15566	5489	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.67030707953231	0.327637157908262
plate_21_091s_A05.plate_21_091s_A05_accepted_hits_sorted_rm_dup.bam	plate	285862	5225	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.06974694083159	0.439372844239528
plate_21_091s_A06.plate_21_091s_A06_accepted_hits_sorted_rm_dup.bam	plate	32098	5133	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.906598541965231	0.183812075518724
plate_21_091s_A09.plate_21_091s_A09_accepted_hits_sorted_rm_dup.bam	plate	10520	4322	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.4638783269962	0.247148288973384
plate_21_091s_A10.plate_21_091s_A10_accepted_hits_sorted_rm_dup.bam	plate	77748	6927	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	2.57112723156866	0.0977517106549365
plate_21_091s_A13.plate_21_091s_A13_accepted_hits_sorted_rm_dup.bam	plate	9580	3749	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.69102296450939	0.334029227557411
plate_21_091s_A14.plate_21_091s_A14_accepted_hits_sorted_rm_dup.bam	plate	400044	7015	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.724920258771535	0.248972613012569
plate_21_091s_A15.plate_21_091s_A15_accepted_hits_sorted_rm_dup.bam	plate	496010	6196	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.681437874236407	0.221568113546098
plate_21_091s_A16.plate_21_091s_A16_accepted_hits_sorted_rm_dup.bam	plate	428620	6029	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.609397601605151	0.314264383369885
plate_21_091s_A17.plate_21_091s_A17_accepted_hits_sorted_rm_dup.bam	plate	274045	6275	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.737105219945629	0.298126220146326
plate_21_091s_A18.plate_21_091s_A18_accepted_hits_sorted_rm_dup.bam	plate	29391	4638	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.04453744343507	0.316423394916811
plate_21_091s_A19.plate_21_091s_A19_accepted_hits_sorted_rm_dup.bam	plate	13376	4343	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.11393540669856	0.194377990430622
plate_21_091s_A20.plate_21_091s_A20_accepted_hits_sorted_rm_dup.bam	plate	31089	5854	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	1.01965325356235	0.112580012222973
plate_21_091s_A23.plate_21_091s_A23_accepted_hits_sorted_rm_dup.bam	plate	196209	6722	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.0075990397994	0.175323252246329
plate_21_091s_A24.plate_21_091s_A24_accepted_hits_sorted_rm_dup.bam	plate	1654816	9291	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.491051573105409	0.0934847137083519
plate_21_091s_B01.plate_21_091s_B01_accepted_hits_sorted_rm_dup.bam	plate	748	538	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.7379679144385	0.401069518716578
plate_21_091s_B02.plate_21_091s_B02_accepted_hits_sorted_rm_dup.bam	plate	56041	6637	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.36507200085652	0.2979961099909
plate_21_091s_B05.plate_21_091s_B05_accepted_hits_sorted_rm_dup.bam	plate	278926	5111	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.737471587446133	0.556061464331041
plate_21_091s_B06.plate_21_091s_B06_accepted_hits_sorted_rm_dup.bam	plate	88969	4443	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.982364643864717	0.372039699221077
plate_21_091s_B09.plate_21_091s_B09_accepted_hits_sorted_rm_dup.bam	plate	57263	5294	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.09844052878822	0.539615458498507
plate_21_091s_B10.plate_21_091s_B10_accepted_hits_sorted_rm_dup.bam	plate	85591	5265	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.13913846081948	0.410089845895012
plate_21_091s_B13.plate_21_091s_B13_accepted_hits_sorted_rm_dup.bam	plate	49447	4501	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.934333731065585	0.432786620017392
plate_21_091s_B14.plate_21_091s_B14_accepted_hits_sorted_rm_dup.bam	plate	66459	6330	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.961495057102875	0.278367113558735
plate_21_091s_B15.plate_21_091s_B15_accepted_hits_sorted_rm_dup.bam	plate	389996	5654	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.623083313675012	0.294361993456343
plate_21_091s_B16.plate_21_091s_B16_accepted_hits_sorted_rm_dup.bam	plate	354181	5751	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.71517105660665	0.20272120751819
plate_21_091s_B17.plate_21_091s_B17_accepted_hits_sorted_rm_dup.bam	plate	412263	5687	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.696400113519768	0.293259399946151
plate_21_091s_B18.plate_21_091s_B18_accepted_hits_sorted_rm_dup.bam	plate	42544	4472	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.862636329447161	0.298514479127492
plate_21_091s_B19.plate_21_091s_B19_accepted_hits_sorted_rm_dup.bam	plate	8744	3680	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.14364135407136	0.114364135407136
plate_21_091s_B20.plate_21_091s_B20_accepted_hits_sorted_rm_dup.bam	plate	28816	5951	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	1.07579122709606	0.104108828428651
plate_21_091s_B23.plate_21_091s_B23_accepted_hits_sorted_rm_dup.bam	plate	774729	7433	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.666942892288787	0.130368167449521
plate_21_091s_B24.plate_21_091s_B24_accepted_hits_sorted_rm_dup.bam	plate	583960	8415	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.747140215083225	0.0936707993698199
plate_21_091s_C01.plate_21_091s_C01_accepted_hits_sorted_rm_dup.bam	plate	1020	697	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	2.25490196078431	0.196078431372549
plate_21_091s_C02.plate_21_091s_C02_accepted_hits_sorted_rm_dup.bam	plate	14806	5428	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.50614615696339	0.256652708361475
plate_21_091s_C05.plate_21_091s_C05_accepted_hits_sorted_rm_dup.bam	plate	414311	6043	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.868188389881031	0.314256681574952
plate_21_091s_C06.plate_21_091s_C06_accepted_hits_sorted_rm_dup.bam	plate	11913	3263	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.948543607823386	0.302190883908335
plate_21_091s_C09.plate_21_091s_C09_accepted_hits_sorted_rm_dup.bam	plate	25122	5051	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.33747313112013	0.330387707985033
plate_21_091s_C10.plate_21_091s_C10_accepted_hits_sorted_rm_dup.bam	plate	441160	5996	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.674585184513555	0.261356423973162
plate_21_091s_C13.plate_21_091s_C13_accepted_hits_sorted_rm_dup.bam	plate	7684	3538	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.40551795939615	0.364393545028631
plate_21_091s_C14.plate_21_091s_C14_accepted_hits_sorted_rm_dup.bam	plate	149613	6725	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.97050390006216	0.245299539478521
plate_21_091s_C15.plate_21_091s_C15_accepted_hits_sorted_rm_dup.bam	plate	148970	5681	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.05121836611398	0.232932805262805
plate_21_091s_C16.plate_21_091s_C16_accepted_hits_sorted_rm_dup.bam	plate	347852	5597	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.661200740544829	0.276841875280292
plate_21_091s_C17.plate_21_091s_C17_accepted_hits_sorted_rm_dup.bam	plate	1020651	6442	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.526820627227132	0.225444348753884
plate_21_091s_C18.plate_21_091s_C18_accepted_hits_sorted_rm_dup.bam	plate	23441	4589	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.993984898255194	0.170641184249819
plate_21_091s_C19.plate_21_091s_C19_accepted_hits_sorted_rm_dup.bam	plate	14195	4221	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.09193377949982	0.232476224022543
plate_21_091s_C20.plate_21_091s_C20_accepted_hits_sorted_rm_dup.bam	plate	668385	8143	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.774703202495568	0.102934685847229
plate_21_091s_C23.plate_21_091s_C23_accepted_hits_sorted_rm_dup.bam	plate	668259	7337	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.860893755265548	0.267860215874384
plate_21_091s_C24.plate_21_091s_C24_accepted_hits_sorted_rm_dup.bam	plate	73679	7266	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	1.04914561815443	0.0990784348321774
plate_21_091s_D01.plate_21_091s_D01_accepted_hits_sorted_rm_dup.bam	plate	930	668	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.93548387096774	0.10752688172043
plate_21_091s_D02.plate_21_091s_D02_accepted_hits_sorted_rm_dup.bam	plate	210695	7012	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.03039939248677	0.534896414248084
plate_21_091s_D05.plate_21_091s_D05_accepted_hits_sorted_rm_dup.bam	plate	233786	4862	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.667276911363384	0.510295740549049
plate_21_091s_D06.plate_21_091s_D06_accepted_hits_sorted_rm_dup.bam	plate	11862	3466	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.22239082785365	0.210757039285112
plate_21_091s_D09.plate_21_091s_D09_accepted_hits_sorted_rm_dup.bam	plate	158169	4990	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.776384753017342	0.423597544398713
plate_21_091s_D10.plate_21_091s_D10_accepted_hits_sorted_rm_dup.bam	plate	120817	5513	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.19850683264772	0.307075990961537
plate_21_091s_D13.plate_21_091s_D13_accepted_hits_sorted_rm_dup.bam	plate	58988	4752	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.749304943378314	0.220383806875975
plate_21_091s_D14.plate_21_091s_D14_accepted_hits_sorted_rm_dup.bam	plate	135669	6475	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.827012803219601	0.219652241853334
plate_21_091s_D15.plate_21_091s_D15_accepted_hits_sorted_rm_dup.bam	plate	253030	5531	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.695174485238904	0.267161996601194
plate_21_091s_D16.plate_21_091s_D16_accepted_hits_sorted_rm_dup.bam	plate	503972	6335	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.682974450961561	0.0982197423666394
plate_21_091s_D17.plate_21_091s_D17_accepted_hits_sorted_rm_dup.bam	plate	534324	6041	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.581482396448597	0.316100343611741
plate_21_091s_D18.plate_21_091s_D18_accepted_hits_sorted_rm_dup.bam	plate	46733	4294	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.24965227997347	0.421543662936255
plate_21_091s_D19.plate_21_091s_D19_accepted_hits_sorted_rm_dup.bam	plate	40272	5429	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.754866905045689	0.139054429876838
plate_21_091s_D20.plate_21_091s_D20_accepted_hits_sorted_rm_dup.bam	plate	32968	6319	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.979737927687454	0.0667313758796409
plate_21_091s_D23.plate_21_091s_D23_accepted_hits_sorted_rm_dup.bam	plate	1285366	8423	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.560696330850513	0.211924074543749
plate_21_091s_D24.plate_21_091s_D24_accepted_hits_sorted_rm_dup.bam	plate	617999	8729	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.686247065124701	0.101780099967799
plate_21_091s_E01.plate_21_091s_E01_accepted_hits_sorted_rm_dup.bam	plate	942	665	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.27388535031847	0.318471337579618
plate_21_091s_E02.plate_21_091s_E02_accepted_hits_sorted_rm_dup.bam	plate	955671	7269	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.68119677169235	0.307951167295021
plate_21_091s_E05.plate_21_091s_E05_accepted_hits_sorted_rm_dup.bam	plate	30624	4401	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.00248171368861	0.447361546499478
plate_21_091s_E06.plate_21_091s_E06_accepted_hits_sorted_rm_dup.bam	plate	65008	4365	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.924501599803101	0.28611863155304
plate_21_091s_E09.plate_21_091s_E09_accepted_hits_sorted_rm_dup.bam	plate	66575	5421	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.13706346226061	0.471648516710477
plate_21_091s_E10.plate_21_091s_E10_accepted_hits_sorted_rm_dup.bam	plate	228752	6035	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.709501993425194	0.257484087570819
plate_21_091s_E13.plate_21_091s_E13_accepted_hits_sorted_rm_dup.bam	plate	14000	4289	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.29285714285714	0.292857142857143
plate_21_091s_E14.plate_21_091s_E14_accepted_hits_sorted_rm_dup.bam	plate	302435	6701	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.64840378924397	0.289318365929869
plate_21_091s_E15.plate_21_091s_E15_accepted_hits_sorted_rm_dup.bam	plate	163873	5716	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.697491350008848	0.210528885173274
plate_21_091s_E16.plate_21_091s_E16_accepted_hits_sorted_rm_dup.bam	plate	402460	5849	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.600059633255479	0.25542911096755
plate_21_091s_E17.plate_21_091s_E17_accepted_hits_sorted_rm_dup.bam	plate	508354	6650	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.679644499699029	0.168583310055591
plate_21_091s_E18.plate_21_091s_E18_accepted_hits_sorted_rm_dup.bam	plate	327400	5242	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.64752596212584	0.382712278558338
plate_21_091s_E19.plate_21_091s_E19_accepted_hits_sorted_rm_dup.bam	plate	8215	3611	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.29032258064516	0.29214850882532
plate_21_091s_E20.plate_21_091s_E20_accepted_hits_sorted_rm_dup.bam	plate	76566	7061	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.765352767546953	0.0535485724734216
plate_21_091s_E23.plate_21_091s_E23_accepted_hits_sorted_rm_dup.bam	plate	1174956	8537	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.434143916878589	0.0456187295524258
plate_21_091s_E24.plate_21_091s_E24_accepted_hits_sorted_rm_dup.bam	plate	330191	7660	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.610252853651371	0.0642052630144371
plate_21_091s_F02.plate_21_091s_F02_accepted_hits_sorted_rm_dup.bam	plate	54916	5730	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.26374827008522	0.440673027897152
plate_21_091s_F05.plate_21_091s_F05_accepted_hits_sorted_rm_dup.bam	plate	433987	4599	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.625594775880383	0.491258954761318
plate_21_091s_F06.plate_21_091s_F06_accepted_hits_sorted_rm_dup.bam	plate	117541	4394	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	1.08217558128653	0.320739146340426
plate_21_091s_F09.plate_21_091s_F09_accepted_hits_sorted_rm_dup.bam	plate	90568	5779	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.93410476106351	0.200953979330448
plate_21_091s_F10.plate_21_091s_F10_accepted_hits_sorted_rm_dup.bam	plate	128906	4686	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.925480582750221	0.382449226568197
plate_21_091s_F13.plate_21_091s_F13_accepted_hits_sorted_rm_dup.bam	plate	55044	4108	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.804810696897028	0.272509265315021
plate_21_091s_F14.plate_21_091s_F14_accepted_hits_sorted_rm_dup.bam	plate	278800	5625	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.860473457675753	0.203371592539455
plate_21_091s_F15.plate_21_091s_F15_accepted_hits_sorted_rm_dup.bam	plate	381327	5001	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.677895874144763	0.220283378832341
plate_21_091s_F16.plate_21_091s_F16_accepted_hits_sorted_rm_dup.bam	plate	261357	4928	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.608363273223981	0.22880580967795
plate_21_091s_F17.plate_21_091s_F17_accepted_hits_sorted_rm_dup.bam	plate	480331	5159	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.677241319007101	0.325816988701541
plate_21_091s_F18.plate_21_091s_F18_accepted_hits_sorted_rm_dup.bam	plate	19017	3886	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.841352474102119	0.105169059262765
plate_21_091s_F19.plate_21_091s_F19_accepted_hits_sorted_rm_dup.bam	plate	67815	3886	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.539703605397036	0.319988203199882
plate_21_091s_F20.plate_21_091s_F20_accepted_hits_sorted_rm_dup.bam	plate	85419	5463	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	1.29362319858579	0.0538521874524403
plate_21_091s_F23.plate_21_091s_F23_accepted_hits_sorted_rm_dup.bam	plate	635008	6893	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	0.54078058859101	0.0952743902439024
plate_21_091s_F24.plate_21_091s_F24_accepted_hits_sorted_rm_dup.bam	plate	165684	7131	091s	GMP	Adult	Adult_GMP	091s	091s_GMP	0.706767098814611	0.094155138697762
plate_21_091s_G01.plate_21_091s_G01_accepted_hits_sorted_rm_dup.bam	plate	1458	988	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.891632373113855	0.0685871056241426
plate_21_091s_G02.plate_21_091s_G02_accepted_hits_sorted_rm_dup.bam	plate	1214976	8367	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.551780446691951	0.296631373788453
plate_21_091s_G05.plate_21_091s_G05_accepted_hits_sorted_rm_dup.bam	plate	67867	4919	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.07415975363579	0.449408401726907
plate_21_091s_G06.plate_21_091s_G06_accepted_hits_sorted_rm_dup.bam	plate	86301	5088	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.863257667929688	0.403239823408767
plate_21_091s_G09.plate_21_091s_G09_accepted_hits_sorted_rm_dup.bam	plate	115999	6092	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.01552599591376	0.406900059483271
plate_21_091s_G10.plate_21_091s_G10_accepted_hits_sorted_rm_dup.bam	plate	213363	6703	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.753645196214901	0.365574162343049
plate_21_091s_G13.plate_21_091s_G13_accepted_hits_sorted_rm_dup.bam	plate	27765	5255	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	1.19935170178282	0.31694579506573
plate_21_091s_G14.plate_21_091s_G14_accepted_hits_sorted_rm_dup.bam	plate	272522	7387	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.626004506058226	0.199249968809858
plate_21_091s_G15.plate_21_091s_G15_accepted_hits_sorted_rm_dup.bam	plate	846942	6541	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.600277232679452	0.213946173409749
plate_21_091s_G16.plate_21_091s_G16_accepted_hits_sorted_rm_dup.bam	plate	240447	6758	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.590566736120642	0.22416582448523
plate_21_091s_G17.plate_21_091s_G17_accepted_hits_sorted_rm_dup.bam	plate	544644	7124	091s	CD49b-	Adult	Adult_CD49b-	091s	091s_CD49b-	0.556326701478397	0.211697916437159
plate_21_091s_G18.plate_21_091s_G18_accepted_hits_sorted_rm_dup.bam	plate	911934	6794	091s	CD49b+	Adult	Adult_CD49b+	091s	091s_CD49b+	0.414284367070424	0.204071785896786
plate_21_091s_G19.plate_21_091s_G19_accepted_hits_sorted_rm_dup.bam	plate	7972	3731	091s	LMPP	Adult	Adult_LMPP	091s	091s_LMPP	1.41746111389865	0.238334169593578
